Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Iran,36.08,36.54,36.00,35.04,34.04,35.54,42.54,54.25,62.54,65.29,67.88,67.25,69.79,71.28,68.94,65.78,65.52,70.38,66.81,67.02,70.17,70.42,72.17,67.60,70.23,67.50,66.79,66.13,62.15,60.23,60.52,66.19,71.42,73.04,69.75,64.58,59.52,63.56,66.15
Iraq,25.58,34.42,37.17,30.75,33.88,35.71,31.21,22.88,26.75,30.54,28.13,28.63,34.63,35.97,39.77,40.13,46.52,48.19,46.31,40.67,39.19,36.40,47.85,48.21,53.19,60.54,58.77,58.71,60.58,61.92,62.27,58.06,56.38,55.69,59.94,66.02,55.98,57.44,69.23
Ireland,80.92,80.29,79.08,78.04,80.25,80.17,78.67,78.88,79.21,77.75,81.08,82.63,86.08,87.08,87.15,87.08,85.06,88.35,88.69,87.21,86.33,85.40,84.88,84.83,83.35,75.19,72.19,73.63,72.21,73.15,76.42,79.90,82.17,82.40,83.56,83.75,78.23,80.52,81.94
Israel,51.21,51.92,54.00,56.21,52.08,48.88,49.92,58.75,70.33,72.46,73.75,72.75,71.50,68.48,68.73,66.16,69.35,68.84,66.83,69.63,71.75,72.25,71.52,72.79,71.85,68.94,73.17,73.75,73.13,73.69,74.31,75.69,77.63,78.10,77.94,77.31,71.40,74.50,74.90
Italy,78.54,78.42,78.67,79.96,79.54,79.88,78.08,76.54,75.00,72.13,75.46,76.50,80.04,82.37,82.42,77.51,78.40,81.83,80.40,79.83,79.35,77.54,76.35,77.40,76.67,74.73,74.13,73.00,70.88,70.69,72.17,72.83,75.25,75.54,76.13,75.98,71.92,75.10,74.58
Jamaica,53.46,50.83,50.29,53.42,59.58,58.46,60.21,64.08,66.33,69.08,71.29,73.25,73.63,73.05,73.48,70.75,68.58,71.07,69.08,68.27,67.60,69.75,70.08,71.00,69.58,63.50,65.38,67.63,66.88,62.73,66.71,70.46,71.27,72.08,70.81,71.33,67.48,69.98,72.90
Japan,90.29,88.54,89.08,89.67,91.58,89.38,87.79,84.96,84.83,86.54,86.50,86.50,87.75,89.57,82.19,82.53,83.23,84.88,84.29,86.08,85.81,84.38,85.00,84.19,82.63,78.94,81.19,80.65,79.77,79.58,80.94,81.13,82.02,83.21,83.04,81.60,78.33,79.50,79.08
Jordan,55.92,53.25,51.50,52.46,52.08,45.88,48.46,46.08,65.00,67.13,70.63,74.33,73.92,74.03,74.31,73.76,70.92,71.82,70.71,70.60,72.31,75.44,75.08,75.15,71.83,66.96,69.81,67.42,68.02,66.98,65.48,67.06,66.42,64.02,63.83,64.50,62.63,61.88,64.46
Kazakstan,,,,,,,,,,,,,,,,67.59,65.50,72.56,72.13,72.23,73.79,74.92,76.13,74.44,72.71,65.46,70.77,71.65,71.75,72.90,70.85,67.79,63.08,67.40,69.65,71.44,67.92,72.90,73.40
Kenya,52.67,58.25,57.92,56.42,54.71,53.83,51.92,50.33,53.25,57.33,60.83,65.33,67.83,65.87,61.83,60.63,59.04,61.40,59.83,65.06,66.60,65.17,64.00,64.35,62.69,61.96,63.88,62.38,61.13,62.54,62.65,62.85,62.75,62.46,63.81,64.46,61.71,64.00,59.13
"Korea, DPR",,,61.04,57.17,48.38,48.42,45.67,44.58,38.92,39.21,40.58,44.88,46.38,42.50,39.60,40.14,48.19,47.44,46.57,54.60,50.06,63.20,64.27,64.49,62.27,57.49,53.69,55.27,54.10,53.19,53.21,55.81,56.00,56.13,56.56,52.75,50.54,50.71,51.25
Kuwait,62.21,60.71,58.33,58.33,61.58,67.38,52.17,41.17,68.84,76.50,79.58,78.75,78.83,79.61,78.40,74.36,80.40,83.50,82.19,84.46,85.13,85.13,85.94,86.27,85.63,79.65,82.08,80.98,80.21,80.50,81.42,79.42,71.75,73.88,76.48,77.48,69.85,72.02,77.73
