Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guinea,,,,,,,,,,,,,0.00,0.08,1.17,0.17,0.75,3.00,7.00,1.50,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,1.42,1.50
Guinea Bissau,,,,,,,,,,,,,0.00,0.00,0.13,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.75,2.50,2.50,3.75,1.33,0.00,0.00,0.00,0.00,0.00
Guyana,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.58,2.00,2.00,1.50,1.50,1.50,1.50,2.08,2.92,2.21,2.00,1.75,1.50,1.50,1.50,1.42,1.38,1.50,1.17
Haiti,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.67,0.33,0.00,0.29,0.00,0.00,0.00,0.00,0.25,0.50,0.50,0.50,0.50,0.46,0.08,0.50,2.17,1.79,2.13,2.42,2.67,3.25,3.50,2.75,2.33,3.00,1.63
Honduras,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,1.79,2.50,2.50,2.50,2.50,2.29,3.00,2.96,2.50,2.42,1.63,1.50,1.50,1.50,1.50,1.50,1.50,1.96,2.00,2.46,2.50,2.67,3.46,3.50
Hong Kong,,,,,,,,,,,,,1.50,1.63,3.00,3.00,3.00,3.33,3.50,3.50,3.00,2.63,2.50,2.29,2.00,2.54,3.08,3.50,3.50,3.50,3.50,3.50,3.50,3.92,3.75,3.50,4.00,4.00,3.50
Hungary,,0.25,0.54,0.25,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,3.46,3.33,2.50,2.50,2.50,2.50,1.25,1.46,1.58,1.50,1.50,1.33,1.71,2.50,2.83,2.00,2.00,1.67,1.88,2.33,2.17,1.79,1.50,2.00,1.75,2.00
Iceland,0.54,0.42,1.08,1.54,1.13,1.38,1.67,1.42,2.04,2.17,2.08,1.25,1.00,1.21,1.33,1.38,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,1.04,0.83,1.00,2.46,4.50,4.50,4.00,3.50,3.88,5.00,4.17,4.50,4.50,4.50
India,0.50,0.38,0.67,1.00,1.38,1.46,1.58,0.50,0.38,0.25,2.21,3.42,3.50,3.58,3.50,3.50,3.50,3.50,3.50,4.25,4.54,4.58,4.21,3.58,3.50,4.25,5.00,4.42,3.71,3.50,3.50,3.50,3.71,4.00,4.00,3.75,4.21,4.67,4.54
Indonesia,2.00,2.33,3.50,2.96,2.96,2.50,2.25,2.58,2.79,2.83,2.54,2.67,2.08,2.67,1.50,2.83,2.50,2.50,2.50,3.50,3.50,2.92,2.29,2.13,2.00,2.63,2.92,3.50,3.50,3.50,3.08,3.25,3.50,4.00,4.00,3.75,3.54,4.00,4.00
Iran,4.00,4.00,4.00,3.54,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,2.67,1.46,0.00,1.17,0.50,1.00,1.00,3.08,3.33,2.58,2.50,2.50,2.38,4.79,5.00,4.58,4.38,3.17,3.29,3.00,3.42,5.00,5.00,5.00,4.38,2.67,2.25
Iraq,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,2.50,2.17,0.50,2.00,2.33,2.50,0.63,0.00,0.63,2.50,2.50,1.75,4.83,4.50,4.50,4.25,4.04,4.50,4.25,4.08,4.58,4.17,4.04,3.92,4.13,5.00
Ireland,2.00,2.21,2.13,2.08,2.38,1.92,1.71,1.88,1.92,1.58,2.00,2.00,1.92,1.50,1.50,1.13,0.50,1.33,1.50,1.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Israel,2.96,2.13,2.42,2.96,2.75,2.50,2.63,2.71,2.21,1.54,1.75,1.83,2.00,2.92,3.58,4.00,3.58,3.50,3.50,3.67,3.83,3.25,3.50,3.50,3.00,3.38,4.08,4.50,4.38,4.17,4.50,4.50,4.71,5.00,5.00,5.00,5.00,5.00,5.00
Italy,3.38,3.04,2.83,2.96,2.67,2.71,3.17,3.00,2.13,1.79,2.67,2.08,2.33,1.83,1.04,1.13,1.50,1.83,2.00,1.58,1.50,1.08,1.13,1.00,1.00,1.29,1.79,2.00,1.50,1.50,1.88,2.00,2.00,2.00,2.21,2.00,2.00,2.38,2.50
Jamaica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.79,1.50,1.50,1.50,1.83,2.00,3.13,2.67,3.21,3.17,3.00,2.58,2.00,2.04,2.50,2.00,1.00,1.00,0.88,1.92,2.33,2.50,2.54,3.00,3.04,3.50
Japan,1.75,2.00,2.25,3.33,3.50,3.29,2.67,2.29,2.38,2.46,3.00,3.00,3.50,3.58,3.50,4.00,4.00,4.00,4.00,4.83,5.00,5.00,5.00,5.00,5.00,4.50,4.50,4.50,4.88,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Jordan,2.46,2.00,1.67,1.96,1.46,1.33,2.29,2.96,2.63,1.63,1.75,3.08,3.50,3.00,3.13,3.46,3.50,3.33,3.50,3.50,3.50,4.00,4.00,4.00,3.50,2.58,3.50,3.67,4.00,3.71,3.71,3.71,3.50,3.50,3.50,3.50,3.50,3.58,4.50
Kazakhstan,,,,,,,,,,,,,,,,1.04,1.00,2.00,2.00,2.92,3.04,3.96,3.17,1.83,1.17,1.92,3.54,3.67,4.00,3.63,3.50,3.50,3.83,4.00,4.00,4.00,4.00,4.00,4.00
Kenya,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,1.00,1.29,1.67,1.50,1.50,1.96,2.00,2.00,1.67,1.50,1.50,1.50,1.75,2.50,2.38,2.00,2.00,2.58,3.25,3.17,3.00,3.08,3.38,3.00,2.50
"Korea, DPR",,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kuwait,3.58,3.79,4.08,4.13,4.17,3.46,3.50,3.50,3.50,3.67,3.67,3.58,3.29,2.63,2.96,3.21,3.50,3.50,3.50,4.46,3.92,3.50,3.33,3.71,3.08,3.50,3.67,4.00,4.00,4.00,4.42,4.50,3.75,3.92,4.00,4.00,4.46,4.50,4.50
Latvia,,,,,,,,,,,,,,,,1.96,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.83,1.13,2.13,3.00,3.00,2.71,2.50,2.50,2.50,1.25,1.42,2.00,1.75,1.50,1.50,1.50
Lebanon,5.00,4.92,5.00,5.00,5.00,5.00,5.00,5.00,4.58,4.29,4.79,4.67,4.79,5.00,4.50,4.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.50,4.08,3.38,3.04,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Liberia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.13,1.50
