Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greece,2.08,1.91,1.67,2.22,2.50,2.36,1.63,1.25,1.46,1.88,2.15,2.57,2.50,2.97,3.54,3.23,4.00,4.00,3.54,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.25,4.00,4.00,3.54,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50
Guatemala,2.29,1.46,1.25,1.35,1.88,2.08,2.01,2.05,2.43,2.26,2.08,2.64,2.92,2.44,0.63,0.76,1.00,1.00,1.00,1.00,1.00,0.96,1.00,1.00,0.63,0.88,1.00,1.00,0.92,0.50,0.50,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Guinea,1.30,1.67,1.91,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.22,1.74,0.04,0.20,0.50,0.50,0.50,0.50,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guinea Bissau,,,1.91,1.67,1.91,2.22,2.50,2.50,2.50,2.50,2.50,2.50,2.50,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guyana,1.67,1.67,1.67,1.67,1.81,2.08,2.08,2.50,2.50,2.50,2.50,2.50,2.50,1.94,0.50,0.37,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.38,0.50,0.50,0.50,0.54,1.00,1.00,1.00,1.00,1.21,1.00,1.58,1.96,2.50
Haiti,1.67,1.67,1.49,1.15,0.42,0.42,0.42,0.69,0.42,0.42,0.49,1.11,1.35,1.18,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Honduras,2.26,2.08,2.08,2.08,1.98,2.08,2.29,2.50,2.50,2.50,2.40,2.08,2.08,1.56,0.04,0.37,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
Hong Kong,2.60,2.92,3.13,3.26,2.92,2.50,1.25,1.91,2.85,2.92,2.92,2.60,2.78,3.72,5.00,4.48,5.00,5.00,5.00,5.00,5.00,4.63,4.58,5.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.88,5.00,5.00,5.00,5.00,5.00,5.00
Hungary,3.75,3.30,2.50,2.47,2.36,2.78,2.36,1.84,1.91,2.08,2.08,2.33,2.92,2.88,2.46,1.90,2.50,2.75,2.67,3.00,3.42,3.42,3.50,3.50,3.50,3.50,3.50,3.25,3.00,2.96,2.50,2.83,3.00,3.00,3.00,3.00,3.00,3.17,3.46
Iceland,3.44,2.92,2.92,2.92,2.92,2.54,2.40,2.08,2.08,1.84,1.67,2.12,2.78,3.65,5.00,4.76,4.50,4.88,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
India,2.71,2.92,2.92,2.92,2.92,2.47,2.01,1.70,2.08,2.08,2.29,2.50,2.50,1.88,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.92,1.00,0.00,0.00,0.00,0.00,0.25,0.21,0.42,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
Indonesia,2.71,2.85,2.12,2.08,2.08,2.57,3.47,3.72,2.95,2.92,2.64,2.50,3.09,2.39,0.50,0.37,0.50,0.33,0.38,0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.79,1.00,1.00,1.00,0.79,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Iran,2.08,2.08,2.08,2.08,2.01,1.39,1.74,2.78,2.36,2.08,2.08,2.08,2.19,2.08,0.79,0.98,1.50,2.50,2.88,3.00,1.67,1.00,2.25,1.50,1.08,1.42,1.50,1.50,1.88,1.63,1.50,1.50,1.50,1.50,1.50,1.33,1.38,1.96,2.00
Iraq,1.42,2.19,2.92,2.74,2.15,1.67,1.39,0.83,0.45,0.83,0.94,1.42,2.01,1.60,1.04,1.10,1.50,1.21,1.17,0.83,0.13,0.00,0.50,0.50,0.50,0.58,1.08,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.21,1.00
Ireland,3.47,3.33,3.33,3.33,3.33,3.30,2.81,2.74,2.40,2.08,2.47,2.78,3.26,4.24,4.96,4.36,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.88,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Israel,2.29,2.15,2.57,2.81,2.43,1.67,1.67,1.94,2.92,2.92,2.92,2.92,2.50,3.27,4.46,3.78,4.50,4.54,4.54,4.50,4.29,4.00,4.00,4.00,4.00,4.38,4.50,4.50,4.50,4.33,4.00,4.25,4.50,4.96,5.00,5.00,5.00,5.00,5.00
Italy,3.54,3.23,3.20,3.54,3.09,3.33,3.13,2.12,1.98,1.67,2.05,2.22,2.78,3.72,4.96,4.32,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.50,4.79,5.00,5.00,4.50,4.42,4.00,4.21,4.04,4.33,4.50,4.50,4.13,4.08,4.00
Jamaica,1.81,1.56,1.25,1.74,2.50,2.50,2.54,3.30,3.30,2.60,2.50,2.50,2.50,2.18,1.54,1.26,1.50,1.58,2.00,2.13,1.67,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.46,1.04,1.13
Japan,4.58,4.45,4.17,3.75,4.17,4.17,3.68,2.78,2.19,2.08,2.26,2.50,2.74,3.82,5.00,4.81,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.75,4.75,5.00,5.00,5.00,5.00,4.54,4.29,4.92,4.83,4.50,4.50,4.79,4.50
Jordan,3.33,2.74,2.50,2.43,1.63,0.83,0.83,0.52,2.12,2.50,2.50,2.50,2.64,2.22,0.54,0.44,0.50,0.50,0.50,0.50,0.54,0.58,0.50,0.50,0.50,0.50,0.75,1.00,1.00,1.00,1.00,1.00,1.25,1.50,1.13,1.00,1.00,1.00,1.00
Kazakhstan,,,,,,,,,,,,,,,,0.43,0.50,0.50,1.00,1.00,1.00,1.00,1.71,2.00,2.33,2.50,2.38,2.13,2.67,2.88,2.75,2.83,2.67,2.25,2.50,2.50,2.50,2.50,2.29
Kenya,2.29,2.81,2.92,2.78,2.71,2.78,2.71,2.26,2.67,2.29,2.08,2.08,2.08,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.50,0.50,0.50,0.50
"Korea, DPR",,2.50,2.50,2.50,2.15,2.08,1.70,1.56,1.25,1.25,1.25,1.25,1.46,1.19,0.50,0.37,0.50,0.08,0.29,0.50,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kuwait,3.33,3.33,3.33,3.33,3.47,3.23,2.60,0.76,2.92,2.92,2.92,2.88,3.20,3.58,4.50,3.63,4.00,4.04,4.33,4.42,4.00,4.04,4.50,4.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.50,4.00,4.00,4.00,4.13,3.75,3.96
Latvia,,,,,,,,,,,,,,,,1.18,2.00,1.67,2.00,2.29,2.29,2.50,2.50,2.50,2.50,2.04,2.25,3.00,2.79,2.75,2.50,2.92,3.00,3.00,3.00,3.25,3.50,3.21,3.00
Lebanon,1.60,1.25,1.25,1.18,0.83,0.52,0.45,0.83,1.67,1.67,2.12,2.50,2.57,2.44,2.46,1.88,2.50,2.17,2.50,2.50,2.50,2.46,2.21,2.50,2.00,1.92,2.00,2.13,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.13,2.00,1.17
Liberia,2.33,1.67,1.11,0.83,0.90,0.83,0.66,0.21,0.00,0.00,0.42,0.42,0.45,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Libya,1.94,2.08,2.08,2.08,2.01,1.67,1.81,2.64,2.78,2.50,2.50,2.50,2.50,2.47,2.54,1.95,2.58,3.00,3.00,2.08,2.00,2.33,2.50,2.50,3.00,3.42,2.67,2.50,2.13,2.21,2.50,2.29,1.63,1.13,1.50,1.71,1.29,1.33,1.42
Lithuania,,,,,,,,,,,,,,,,1.30,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.71,2.92,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.38,3.50,3.50,3.25,3.50
Luxembourg,,3.75,3.75,3.75,3.99,4.17,4.17,4.17,4.17,3.89,3.75,3.75,3.96,4.38,5.00,5.11,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Madagascar,,1.67,1.91,2.08,2.33,2.81,2.92,2.92,2.08,2.08,2.08,2.08,1.88,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Malawi,2.50,2.36,2.26,2.08,1.98,2.67,2.92,2.92,2.50,2.08,2.08,2.08,2.08,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Malaysia,3.13,3.09,2.50,2.12,2.08,2.08,3.06,3.92,3.44,3.02,2.92,2.92,2.99,3.02,2.00,1.75,2.50,2.50,2.50,2.50,2.50,2.00,2.08,2.50,2.00,2.21,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50
Mali,1.25,1.25,1.25,1.25,1.46,1.67,2.33,2.50,2.50,2.50,2.12,2.08,2.08,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Malta,,,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,3.22,3.46,2.79,3.50,1.25,2.00,3.50,3.50,3.50,3.50,3.50,3.50,3.25,3.00,3.00,3.50,3.50,3.50,3.50,3.50,3.83,4.00,4.00,4.38,4.50,4.50
Mexico,2.54,2.71,1.84,1.98,2.57,2.95,3.33,3.33,3.09,2.92,2.92,1.91,2.40,2.76,2.17,1.94,2.50,2.58,3.00,3.00,2.79,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.46,2.50
Moldova,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
Mongolia,,,2.08,1.94,2.01,2.08,2.08,2.71,2.01,1.67,1.67,1.67,2.19,1.63,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.71,0.50,0.50,0.50,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Morocco,2.50,1.74,1.25,1.28,2.08,3.06,2.92,2.74,3.06,2.92,2.54,2.36,2.08,1.73,0.50,0.40,0.50,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.88,0.58,0.75,0.50,0.58,0.63
Mozambique,,1.77,1.67,1.81,2.12,2.71,2.92,2.64,1.77,0.83,0.83,1.25,1.25,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Myanmar,1.74,2.08,1.77,1.56,0.94,0.24,0.00,0.00,0.59,0.83,1.28,1.84,2.60,1.82,1.50,1.99,2.00,3.00,3.50,3.50,3.04,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
